StartTime: 2021-08-05 11:43:50.371,,,,,,,,,,,
address,Time(s),ax(g),ay(g),az(g),wx(deg/s),wy(deg/s),wz(deg/s),AngleX(deg),AngleY(deg),AngleZ(deg),T(°) 
0x50,07:24.6,-0.6265,0.771,-0.0732,-0.3662,0.7324,-0.1221,94.5648,39.4629,33.3051,0
0x50,07:24.6,-0.6284,0.7769,-0.0742,-0.6714,0.3662,-0.3662,94.5758,39.4574,33.3655,0
0x50,07:24.6,-0.627,0.7769,-0.0776,-0.4883,0.061,-0.9766,94.5813,39.4684,33.4149,0
0x50,07:24.6,-0.6226,0.772,-0.0698,-0.6104,-0.3052,-0.9766,94.5758,39.4794,33.4589,0
0x50,07:24.6,-0.6313,0.7656,-0.0596,-0.3662,0.7324,-0.7324,94.5758,39.4904,33.5083,0
0x50,07:24.6,-0.646,0.7734,-0.0493,-0.8545,1.4648,-0.9155,94.5758,39.5068,33.5742,0
0x50,07:24.6,-0.6279,0.7769,-0.0513,-1.8921,2.6245,-1.2207,94.5703,39.5233,33.6786,0
0x50,07:24.6,-0.6357,0.7754,-0.0508,-2.3193,2.9297,-1.1597,94.5648,39.5398,33.7885,0
0x50,07:24.6,-0.6382,0.7734,-0.0508,-2.8076,3.8452,-1.3428,94.5648,39.5563,33.9203,0
0x50,07:24.7,-0.6499,0.7656,-0.0596,-2.9907,6.7749,-1.6479,94.6033,39.5837,34.1016,0
0x50,07:24.7,-0.6719,0.751,-0.063,-2.6855,6.7139,-1.0376,94.6637,39.6167,34.2828,0
0x50,07:24.7,-0.6714,0.7402,-0.064,-1.6479,4.0283,-0.1831,94.7021,39.6442,34.3982,0
0x50,07:24.7,-0.6563,0.7646,-0.0649,-1.2207,0.6714,0.4272,94.7021,39.6552,34.4476,0
0x50,07:24.7,-0.626,0.7783,-0.0806,-0.7324,-0.6714,0.7324,94.6912,39.6332,34.4696,0
0x50,07:24.8,-0.6113,0.7764,-0.0894,-0.2441,-0.6104,0.9766,94.6967,39.6002,34.4971,0
0x50,07:24.8,-0.6074,0.7686,-0.082,0,-0.4883,0.6714,94.7021,39.5673,34.5245,0
0x50,07:24.8,-0.6143,0.7705,-0.0767,0.9766,-0.8545,0.6104,94.7186,39.5453,34.5465,0
0x50,07:24.8,-0.6387,0.7725,-0.0542,2.1362,-5.0049,1.3428,94.6857,39.5233,34.4696,0
0x50,07:24.8,-0.6353,0.7773,-0.0381,2.2583,-8.728,1.5869,94.5813,39.5013,34.2993,0
0x50,07:24.9,-0.6177,0.7749,-0.0361,1.8311,-8.0566,0.9155,94.4604,39.4849,34.1235,0
0x50,07:24.9,-0.6201,0.7686,-0.0298,1.1597,-4.7607,-0.3052,94.3726,39.4849,34.0192,0
0x50,07:24.9,-0.6265,0.7563,-0.0215,0.8545,-0.3662,-1.3428,94.3341,39.5068,34.0137,0
0x50,07:24.9,-0.6714,0.7505,-0.0107,0.6714,1.4038,-1.2817,94.3286,39.5508,34.0466,0
0x50,07:25.0,-0.6953,0.7593,-0.021,0.1221,0.7935,-0.8545,94.3176,39.6002,34.0631,0
0x50,07:25.0,-0.6611,0.7632,-0.0376,-0.7935,1.0986,0,94.3011,39.6277,34.0961,0
0x50,07:25.0,-0.6157,0.7646,-0.0596,-1.8921,4.1504,0,94.3231,39.6167,34.2169,0
0x50,07:25.0,-0.6216,0.7729,-0.0845,-2.6855,7.9956,-0.9766,94.4055,39.6112,34.4421,0
0x50,07:25.0,-0.6221,0.7666,-0.0942,-3.418,9.8267,-1.5259,94.5264,39.6112,34.7223,0
0x50,07:25.0,-0.644,0.7695,-0.0928,-2.9907,9.7046,-0.9155,94.6527,39.6167,34.9969,0
